text,label,score,start,end,source
"The Basket Range region in the Adelaide Hills of South Australia is home to a thriving natural wine community. Anton van Klopper, the proprietor of Lucy M, works resolutely without additions and is one of its leading lights. When I took my first taste of Stupefacente, it seemed bright, brashly angular and vibrant, but nothing like sangiovese in my experience. After giving it time in the glass, though, the sharp edges receded and the wine settled into an earthy, dusty, lightly tannic deliciousness. By the way, those who read Rachel Signer’s recent memoir “You Had Me at Pét-Nat” might recognize Mr. van Klopper as the character she called Wildman and later married. (Terrell Wines, San Francisco)",Evidence,0.967843770980835,9808,10509,natural-wines
"Christian Tschida Austria Himmel auf Erden Weiss 2020, 11.5 percent, $40",Evidence,0.6375887393951416,10509,10581,natural-wines
"Christian Tschida is an uncompromising grower and producer. He farms organically and biodynamically and uses no sulfur dioxide in his winemaking except a little bit in a few reds. This white wine is made from old vines of weissburgunder (or pinot blanc), and scheurebe, both grapes that have not been held in particularly high esteem. Himmel auf Erden Weiss is a dry, refreshing wine of depth and beautiful texture. In the mouth it seems opaque and mysterious, with each swallow inviting another sip in an effort to get to the center of the riddle. (Jenny & François Selections)",Evidence,0.9739241003990173,10581,11159,natural-wines
"Matassa Vin de France Tattouine Rouge 2020, 10 percent, $42",Evidence,0.487517774105072,11159,11218,natural-wines
"Tom Lubbe, the proprietor of Domaine Matassa, was born in New Zealand. He came to Roussillon in the south of France 20 years ago from South Africa, where he was working. He bought land and started Matassa, where he practices regenerative farming and makes wine with minimal additions. This pale, unfiltered red represents the union of carignan and grenache gris. It’s spicy, earthy and floral and though only 10 percent alcohol, it’s tannic enough to make itself felt on the lips and insides of the cheeks. (Louis/Dressner Selections)",Evidence,0.9464173316955566,11218,11752,natural-wines
"Follow NYT Food on Twitter and NYT Cooking on Instagram, Facebook, YouTube and Pinterest. Get regular updates from NYT Cooking, with recipe suggestions, cooking tips and shopping advice.",Evidence,0.9226675033569336,11752,11938,natural-wines
BEIJING — They’re doing it again.,Claim,0.837540864944458,0,33,norway-medals-winter-olympics
"Norway, with a population of just five million, is executing its quadrennial triumph over the rest of the world.",Claim,0.6768748164176941,33,145,norway-medals-winter-olympics
"It may not surpass the historic 2018 Pyeongchang Games, when Norway won 39 medals, eight more than its closest competitor, Germany, which has 16 times as many people.",Evidence,0.5268270373344421,145,311,norway-medals-winter-olympics
But it’s close.,Rebuttal,0.9412171244621277,311,326,norway-medals-winter-olympics
"Norway won its 15th gold medal of the Beijing Games on Friday, a record for a single country at a Winter Olympics, a total that put it seven ahead of Russia (population 144 million) in the overall medals table and five ahead of Germany (population 83 million) in the race for the most golds.",Evidence,0.9658406376838684,326,617,norway-medals-winter-olympics
"Its most recent triumph came in men’s biathlon, but Norway also has medals in ski jumping, Nordic combined, speedskating and cross-country and freestyle skiing.",Evidence,0.7713460922241211,617,777,norway-medals-winter-olympics
"“We have a strong team,” said Kjetil Jansrud, the champion Alpine skier. “We always do.”",Evidence,0.593873918056488,777,865,norway-medals-winter-olympics
"More than strong. Norway is now so successful it has become the winter sports beacon. American skiers, both Alpine and cross-country, have trained with Norwegian athletes on the same mountains and glaciers for years. Every year, the country brings 150 of the top international junior cross country skiers to a camp to learn technique and train with the sport’s top coaches. Norway has had a partnership with Britain to develop and share wax technology for Nordic skiing.",Evidence,0.9055677056312561,865,1335,norway-medals-winter-olympics
"During the last four years though, several countries have sent their top sports leaders to study the country’s methods — well, the ones its specialists will share — highlighting the latest step in Norway’s elite winter sports hospitality.",Evidence,0.5363650918006897,1335,1573,norway-medals-winter-olympics
"“After watching what Norway did in Pyeongchang, I just told my team we are going over there, and we are going to figure out what the hell is going on and what they are doing,” said Luke Bodensteiner, then the director of sport for the U.S. Ski and Snowboard Association, the national governing body for skiing.",Evidence,0.9155529141426086,1573,1883,norway-medals-winter-olympics
"And so, that spring, Bodensteiner and top executives went to visit their competition.",Evidence,0.508098304271698,1883,1968,norway-medals-winter-olympics
"Norway’s willingness to offer tutorials to competitors may seem strange, but, while it wants to win, it also wants to make sure the winter sports its prizes are thriving, and that will only happen if the competition is tough.",Claim,0.4326969385147095,1968,2193,norway-medals-winter-olympics
Bodensteiner and his team left Norway after a week confident that any country could build a Norwegian-style winter sports machine. All it would take is 30 years and a complete overhaul of the systems that develop young athletes.,Evidence,0.7130192518234253,2193,2421,norway-medals-winter-olympics
He also had a sneaking suspicion that Norway was keeping its most valuable information to itself.,Claim,0.7331644892692566,2421,2518,norway-medals-winter-olympics
"Norway, for instance, was far ahead of competitors in developing the most aerodynamic suits for skiing. It pioneered the use of GPS sensors to help Alpine skiers find the fastest line down the mountain. Its cross-country skis are reliably the fastest, the result of endless testing and retesting.",Evidence,0.9893795847892761,2518,2814,norway-medals-winter-olympics
"While the rest of the world trained Alpine skiers like sprinters, focusing on building explosiveness, Norwegian coaches and trainers discovered that Alpine racing was more like a 3,000-meter run. So Alpine skiers started training more like distance runners, taking long bike rides and doing creative aerobic training circuits in the gym.",Evidence,0.9399831295013428,2814,3151,norway-medals-winter-olympics
